1903	1336	1186	1214	1337	1299	1320	1222	1384	961	20	1209	1022	-25.9356478	-17.79780388	0
1677	1496	1247	1270	1349	1339	1395	1291	1370	735	17	1281	1183	-24.10257251	-16.53427693	0
1546	1286	1095	1112	1102	1182	1174	1195	1236	665	15	1122	1160	-27.91327228	-19.85519224	0
1727	1379	1187	1174	1218	1219	1251	1137	1273	709	17	1150	1036	-25.83195708	-16.18922742	0
1911	1836	1662	1734	1868	1907	1970	1821	1996	993	19	1913	1799	-22.8294336	-16.65136121	0
1774	1334	1021	968	898	928	978	937	907	865	14	873	681	-19.65811488	-12.68143965	0
2103	1548	1192	1119	1348	1431	1476	1075	1456	884	16	1451	1295	-21.523557	-10.94747788	0
2020	1649	1443	1477	1464	1392	1490	1407	1479	763	10	1256	1083	-14.54948385	-4.766918118	0
2092	1970	1788	1786	1761	1869	2002	1730	2097	988	11	1613	1321	-13.47135487	-4.638367092	0
1831	1787	1596	1665	1657	1696	1736	1662	1738	658	20	1795	1747	-21.44360332	-12.62316373	0
1611.5	1590.5	1584	2135	2354.5	2547.5	2778.5	2795.5	3109.5	1439	16.5	2910.5	1857	-23.7656418	-16.33334312	1
1570	1505	1500	1924	2119	2284	2485	2530	2745	1357	14	2525	1599	-25.75853654	-14.347621	1
1525.5	1423.5	1380.5	1811	2042	2204	2428	2465	2756.5	1329.5	13	2608.5	1686.5	-25.95223483	-14.75173074	1
1869	1668	1615	1998	2220	2338	2482	2428	2729	1328	10	1781	1196	-25.49557807	-19.03285703	1
1546	1494	1475	1989	2179	2326	2528	2589	2843	1395	16	2521	1548	-23.9014322	-14.03933935	1
1555	1518	1498	1984	2138	2283	2491	2547	2787	1312	17	2699	1736	-24.28725657	-14.02837962	1
1582	1434	1423	1824	2042	2190	2365	2319	2645	1360	14	2637	1666	-25.28526979	-14.09034338	1
1834	1689	1644	2192	2444	2594	2788	2597	3021	1417	19	1976	1283	-25.55891317	-16.32394809	1
1945	1884	1817	2395	2639	2780	2950	2934	3190	1522	15	2254	1364	-24.04759513	-16.40110882	1
1815	1667	1702	2237	2386	2522	2710	2804	3015	1462	14	2006	1203	-27.48831801	-14.60407237	1
1253	1129	1488	779	947	433	397	338	290	105	10	103	100	-32.74792412	-25.58227534	2
1253	1130	1525	777	939	422	370	337	272	114	27	116	88	-31.1331087	-26.08614356	2
1204	1058	1485	722	885	398	371	306	270	111	10	138	114	-29.79975158	-29.91996719	2
1093	898	684	328	295	242	240	198	200	101	10	101	84	-30.47188142	-22.25443809	2
1157	935	771	415	383	344	316	247	274	142	12	180	149	-28.82102372	-22.50341657	2
1134	959	900	533	449	280	268	210	208	102	12	100	88	-29.82359409	-20.20012402	2
1135	796	538	345	398	269	234	185	152	63	8	37	31	-27.75199156	-28.09721712	2
1168	815	545	314	300	220	194	147	137	60	8	29	17	-29.27240824	-24.83897985	2
1303	1139	1162	759	706	551	538	502	500	236	37	368	313	-30.8267716	-23.74655206	2
1139	940	1156	579	757	538	516	469	437	210	7	317	255	-29.37745868	-21.94670035	2
1256	918	715	685	798	997	1139	1141	1344	508	11	2021	1177	-17.20269293	-11.13794189	3
1128	810	629	406	606	1432	1685	1798	1938	555	8	904	398	-15.78855188	-10.95169155	3
1214	924	726	735	841	1038	1208	1197	1442	435	11	2277	1361	-16.32593153	-11.04605744	3
1107	814	675	414	678	1627	2045	1955	2267	623	9	981	431	-13.14575467	-11.31228381	3
1100	801	631	375	608	1555	1913	1965	2105	554	11	876	343	-16.35815915	-11.89073554	3
1139	802	632	373	606	1588	1985	1893	2146	569	11	890	375	-13.21447814	-10.37276205	3
1090	783.5	616.5	465.5	692.5	1388.5	1674.5	1519.5	1845	560.5	9.5	1165	573.5	-16.91122036	-9.731724323	3
1080	772	611	385.5	631.5	1601.5	1935	1937	2158.5	650.5	9	999	409.5	-15.41113275	-12.35894448	3
1077	772.5	593.5	395.5	606.5	1591	1960	1915	2234.5	657.5	8	992.5	413	-15.30894486	-10.33559867	3
1095.5	781.5	594	398	658	1412.5	1722.5	1765.5	1956	614.5	10.5	1148.5	509	-14.7446052	-10.90847204	3
